timestamp,elapsed,goodput_bps,snd_cwnd,rtt_us,rttvar_us,retrans,lost,pacing_rate_bps,delivery_rate_bps,bytes_acked,total_retrans
1773031097.251918,1.0004401839978527,9923423.867609568,75,40816,229,0,0,25542448,20502144,1240974,0
1773031098.2557347,2.0042887669987977,22306025.409789238,172,44167,1421,0,0,54134024,17570232,4039958,0
1773031099.2616293,3.0101097379993007,46931612.444951095,375,50114,9850,0,0,104018832,46733792,9940558,0
1773031100.272573,4.020679368997662,68318538.2602418,392,58385,564,0,0,93329512,73073408,18570638,0
1773031101.2751024,5.0236199789978855,72522675.09636867,401,44394,1122,0,0,125560360,102781064,27662630,0
1773031102.2753565,6.023937980997289,72469626.51387258,409,43263,1434,0,0,131415080,70860832,36724214,0
1773031103.282656,7.031200410998281,74615105.02275556,417,47367,2707,0,0,122375752,104670576,46118838,0
1773031104.3272758,8.07455704199674,59987496.26012813,435,63094,6854,0,0,95837384,64540048,53942382,0
1773031105.3366742,9.085217826999724,56266016.099390015,472,50701,5120,0,0,129407320,31951072,61050614,0
1773031106.3479238,10.096474905996729,92453705.33547276,524,128141,6775,0,0,56843392,44354592,72737422,0
1773031107.353989,11.10220647999813,84228470.28951079,588,100125,3088,0,0,81634248,116991848,83326326,0
1773031108.3605864,12.10910472699834,80676370.46942161,653,42613,1415,0,0,213010952,123155384,93480438,0
1773031109.3738208,13.122154477998265,81158438.58492397,770,44199,2027,0,0,242163936,130246400,103757630,0
1773031110.3885999,14.136139400998218,78181391.2631556,889,46989,3375,0,0,262991600,153418544,113666974,0
1773031111.3960915,15.144363942999917,79041694.2656269,1064,45156,1180,0,0,327541216,153418544,123628446,0
1773031112.3975692,16.14612551299797,77238467.03377773,1225,47052,1165,0,0,361903824,153418544,133300262,0
1773031113.3999972,17.148538377998193,74812830.73914185,1398,46414,2919,0,0,418690672,153418544,142674430,0
1773031114.401904,18.1497364809984,79526990.4741156,1598,43658,1691,0,0,508802224,153418544,152627214,0
1773031115.4161403,19.164697064999928,81148530.59148549,1598,54119,2687,0,0,410452392,153418544,162922534,0
1773031116.418116,20.166663084997708,85814518.93966469,1598,44742,698,0,0,496475168,153418544,173670438,0
1773031117.4339628,21.182525503998477,74198645.98804788,2302,60293,4783,0,0,530730096,153418544,183092390,0
1773031118.4438486,22.192126953999832,73293397.11219776,2339,57295,4206,0,0,567477376,153418544,192342030,0
1773031119.4513597,23.198272624998935,69871520.62204981,2339,107554,34646,0,0,302302984,153418544,201129646,0
1773031120.4544954,24.202960323000298,71074249.38321798,2339,54991,11867,0,0,591258520,153418544,210055574,0
1773031121.4644217,25.212907392997295,77249260.20155886,2339,59337,3615,0,0,547949792,153418544,219807782,0
1773031122.4760578,26.224621391000255,79805510.410427,2339,44831,4380,0,0,725248344,153418544,229900326,0
1773031123.484992,27.232901151997794,80651774.58243011,2339,42614,1414,0,0,762974584,153418544,240065270,0
1773031124.4939992,28.242472668996925,74207988.9720824,2339,46525,4204,0,0,698836312,153418544,249430054,0
1773031125.4962933,29.244741751997935,77418953.96759611,2339,49994,3466,0,0,650347704,153418544,259129382,0
1773031126.5022988,30.249688935997256,75125810.7909192,2339,42844,1566,0,0,758883192,153418544,268566566,0
1773031127.5125806,31.26060329000029,79891555.28377983,2339,49926,1788,0,0,651231848,153418544,278662006,0
1773031128.5226045,32.27115868100009,74685964.44310601,2339,53106,3142,0,0,612245216,153418544,288096294,0
1773031129.5372326,33.28559484899961,50683303.31852317,2386,355654,6540,0,0,93257200,153418544,294523166,1
1773031131.474471,35.22234107699842,8545829.990902746,1131,127206,404,131,1189,129930736,153418544,296592054,1084
1773031132.4856794,36.234204383999895,87236826.74251887,1712,43384,1362,0,0,548542408,219028232,307626022,2173
