timestamp,elapsed,goodput_bps,snd_cwnd,rtt_us,rttvar_us,retrans,lost,pacing_rate_bps,delivery_rate_bps,bytes_acked,total_retrans
1773030678.7234392,19.509571352999046,58204599.514621496,752,137610,8936,0,0,76593152,57005760,119950718,23
1773030679.7335098,20.51962919699872,58743566.37343146,788,130055,6774,0,0,84922344,47498944,127367518,23
1773030680.8165286,21.602252737997333,57772990.916405946,812,208337,3114,0,0,54627800,34466424,135185818,23
1773030681.820115,22.60626321900054,66368231.46847927,826,143908,2719,0,0,80448728,54022728,143515118,23
1773030682.8436117,23.628867289997288,62226077.330179416,833,140435,7096,0,0,83136800,27852928,151469198,23
1773030683.9057114,24.691850330000307,61301749.46141657,628,142454,4005,0,0,61788536,51520168,159614538,29
1773030684.9326408,25.71825442499903,54018646.525439754,696,119316,2420,0,0,81758392,40107304,166545158,29
1773030685.938956,26.72484102999806,61464120.1191622,747,119031,4220,0,0,87959688,67962960,174278778,29
1773030687.0407896,27.826928801998292,65485455.72646534,788,122377,5332,0,0,90250216,33941536,183300118,29
1773030688.096346,28.882492200998968,64432548.59384953,812,138935,17304,0,0,81915576,32596584,191801698,29
1773030689.1421113,29.928219415000058,57968463.65704012,597,119696,6876,0,0,69906696,45081960,199379098,99
1773030690.20845,30.994594362997304,51358595.8699223,639,131336,5305,0,0,68192760,46755920,206225038,99
1773030691.2346995,32.02082658499785,53800064.75763407,667,130239,8087,0,0,71780752,43732768,213126458,99
1773030692.400317,33.186438974997145,54591595.41023617,685,117892,1122,0,0,81438080,65785816,221080538,99
1773030693.4009483,34.18707643699963,58339450.816858284,693,133500,15863,0,0,72757008,51985120,228377618,99
1773030694.4046998,35.19085329799782,49371769.68865147,510,126701,3483,0,0,56417488,37627448,234572398,142
1773030695.4351382,36.22124561799865,41442544.91334491,545,121127,478,0,0,63063720,29365696,239910158,142
1773030696.609572,37.395708438998554,47139167.80512919,571,126470,3603,0,0,63280904,48107008,246830558,142
1773030697.6108615,38.39696354899934,47921293.505271025,583,121905,7506,0,0,67029944,32495656,252828238,142
1773030698.614714,39.400730676999956,50268233.131429,589,138869,3667,0,0,59447560,44909168,259135438,142
1773030699.6554596,40.44153090499822,50656714.4988059,590,136539,4798,0,0,60564616,46601664,265725878,142
1773030700.679102,41.46523954499935,51046086.706801854,590,126251,4098,0,0,65499864,43210576,272257918,142
1773030701.7177563,42.50390173899723,51660607.568151794,591,122951,3791,0,0,67371592,39454008,278965158,142
1773030702.7711082,43.55723760899855,46017610.69803811,596,127674,4142,0,0,65428248,34258536,285024158,142
1773030703.8296702,44.615824980999605,49584872.622066006,608,135260,3630,0,0,63002568,50344104,291585398,142
1773030704.9607809,45.74681395500011,41040470.83307764,464,115373,1785,0,0,56368560,42516376,297387438,178
1773030705.9675765,46.753670570000395,43756935.53941382,518,120888,3607,0,0,60057904,44798128,302894558,178
1773030707.1005416,47.8862982119972,47261286.95360852,562,115800,2693,0,0,68021936,44487384,309585738,178
1773030708.1063745,48.89231951399779,44153180.36672541,587,139503,16271,0,0,58976240,58831632,315138118,178
1773030709.1167998,49.902939354997216,54076436.83895486,603,117903,1490,0,0,71682832,48360552,321969458,178
1773030710.1274505,50.913098102999356,53742681.64025735,611,118917,1631,0,0,72014728,40628176,328755538,178
1773030711.169021,51.95496839599946,53160705.67720332,614,138272,1816,0,0,62238088,41230496,335678858,178
1773030712.2216396,53.00768682699709,51614333.32986109,614,123514,3587,0,0,69674744,34776336,342470778,178
1773030713.2615225,54.04764092299956,54640104.03769279,614,129133,3249,0,0,66642840,55255216,349573678,178
1773030714.3181448,55.10418371199921,51803372.821106,618,139237,7633,0,0,62209392,48665256,356415238,178
1773030715.340861,56.12699379900005,53055088.808442414,627,126355,5268,0,0,69550192,41365904,363198398,178
1773030716.4109106,57.19704753699989,51826032.68473249,644,125787,3624,0,0,71758208,51454800,370130478,178
1773030717.4174871,58.2036347079993,44221187.47629667,489,124276,9003,0,0,55149960,9753816,375694538,179
1773030718.5099564,59.295978852998815,47656922.26054189,553,121048,5372,0,0,64031056,42188176,382201758,179
