timestamp,elapsed,goodput_bps,snd_cwnd,rtt_us,rttvar_us,retrans,lost,pacing_rate_bps,delivery_rate_bps,bytes_acked,total_retrans
1773030911.4759965,1.0887053750011546,1830386.8482305293,40,190106,2220,0,0,2924840,2075904,249094,0
1773030912.6646404,2.277412352999818,3176883.84933856,56,157627,6480,0,0,4938512,4214288,721142,0
1773030913.72104,3.3337981500008027,4177928.1892369906,75,152949,3101,0,0,6816344,5106952,1272830,0
1773030914.7456071,4.358271129000059,5698867.729730761,101,147569,876,0,0,9514040,7334904,2002622,0
1773030915.8112566,5.423981206000462,7076205.961405341,133,156903,5700,0,0,11783064,8095296,2945270,0
1773030916.886673,6.499431236999953,9823429.908855524,179,161636,2990,0,0,15394064,7168840,4265846,0
1773030917.9224584,7.535214591000113,13409383.290782122,239,153579,2702,0,0,21632432,11232176,6001998,0
1773030918.967874,8.579913101002603,18484307.017872524,322,150216,914,0,0,29797448,17437448,8415814,0
1773030920.0189552,9.631753584002581,23490892.77256931,429,155722,226,0,0,38295256,22171592,11504398,0
1773030921.0246248,10.63696762300242,29397504.26625781,556,153976,1936,0,0,50195120,40479320,15198246,0
1773030922.0307856,11.643564754002,43431492.75280244,745,176606,730,0,0,58639464,48477480,20662998,0
1773030925.056073,14.66782849500305,6503940.68921027,568,196708,49489,0,0,40138928,55268472,23121702,13
1773030926.0621078,15.674902572001884,36129759.30075713,725,166830,2041,0,0,60409184,41155520,27669870,13
1773030927.068552,16.68131347400049,56722310.82417175,972,172761,1252,0,0,78209248,66094248,34805614,13
1773030928.0783474,17.690981233001366,65901377.3658016,1259,161777,3386,0,0,108180440,68848984,43122926,13
1773030929.0924277,18.70514669300246,74469710.2974878,1553,163697,3066,0,0,131876736,89533040,52563502,13
1773030930.1003742,19.71311330500248,82453080.3010353,1765,152605,2230,0,0,160773312,108529312,62952246,13
1773030931.1094522,20.721936670001014,84593694.9528563,2007,151118,2399,0,0,184616688,108529312,73619758,13
1773030932.1143928,21.727188209002634,76486329.05985147,2007,150242,136,0,0,185692960,108529312,83230758,13
1773030933.1294236,22.74220578600216,77981798.33888431,2007,154425,2628,0,0,180662848,108529312,93124870,13
1773030934.1354911,23.74826853400009,72111478.27943358,2007,150482,1494,0,0,185396800,108529312,102193454,13
1773030935.1499956,24.75647267000022,82502593.5025416,2007,150298,2636,0,0,185623000,108529312,112590886,13
1773030936.146483,25.759305174000474,75353536.80556504,2007,163170,3147,0,0,170979944,108529312,122036758,13
1773030937.1577892,26.77054095400308,75981931.73089848,2112,208472,7704,0,0,140826760,108529312,131641214,13
1773030938.1618192,27.774618711002404,77371792.63104862,2112,225674,6124,0,0,130091968,108529312,141352126,13
1773030939.167386,28.777999834001093,72200297.91221677,1542,176859,9903,0,0,121198088,97690480,150407678,15
1773030940.1734934,29.786211034999724,81622834.49984384,1652,159968,511,0,0,143554352,97690480,160694310,15
1773030941.1809437,30.793745311002567,80194067.75970764,1744,153503,904,0,0,157931728,108830392,170794094,15
1773030942.1941533,31.79952865100131,78536516.6220577,1855,153390,1624,0,0,168106368,108830392,180667934,15
