timestamp,elapsed,goodput_bps,snd_cwnd,rtt_us,rttvar_us,retrans,lost,pacing_rate_bps,delivery_rate_bps,bytes_acked,total_retrans
1773030847.8616445,1.0569220039978973,3397927.175719151,320,273294,1504,0,0,27127376,6842792,448918,0
1773030848.8729243,2.068229517997679,46035548.39206905,3911,193443,4207,0,0,468405448,100346536,6268430,0
1773030849.889935,3.085024282998347,71338148.55936275,3996,183657,1706,0,0,302451888,100293600,15335462,0
1773030850.9007301,4.094044558998576,66612259.03847425,3996,184096,5008,0,0,301730248,100293600,23737102,0
1773030851.91459,5.109911057999852,70679838.41438772,3996,185446,2859,0,0,299535152,100293600,32712262,0
1773030852.9408176,6.136094183999376,67225739.97970031,3996,186933,4312,0,0,297151440,100293600,41335502,0
1773030853.9480186,7.143347180997807,74574312.73358323,3996,179087,1195,0,0,310171016,100293600,50724902,0
1773030854.9517674,8.146133008998731,78008409.98715024,3996,182228,3025,0,0,304823240,100293600,60503118,0
1773030855.9535532,9.148723664999125,76764649.20092954,3996,181258,4699,0,0,306455120,100293600,70123558,0
1773030856.9602594,10.155572812000173,77377422.65765545,3996,196502,9078,0,0,282681728,100293600,79861982,0
1773030857.9669242,11.16222182799902,74688101.61742231,3996,185192,4266,0,0,299944968,100293600,89260070,0
1773030858.976567,12.171891865997168,89135813.29840852,3996,189988,4121,0,0,292373080,100293600,100509790,0
1773030859.9847102,13.17993317699802,87556094.21638612,3996,181754,3364,0,0,305619032,100293600,111542310,0
1773030860.989392,14.184688954999729,73052896.64119272,3996,179251,1474,0,0,309886368,100293600,120717350,0
1773030861.9979823,15.192925424998975,88688083.2629143,3996,183127,2659,0,0,303328064,101696600,131894670,0
1773030863.003149,16.19844828499845,82854852.2507421,3996,184725,2106,0,0,300703248,101696600,142308726,0
1773030864.0079515,17.20155078499738,77637784.77282529,3996,184233,1178,0,0,301506696,101696600,152043558,0
1773030865.0205004,18.215764294996916,73405545.54438353,3996,181077,1156,0,0,306761448,101696600,161349670,0
1773030866.029144,19.224448543998733,79269809.23824851,3996,185936,4466,0,0,298745184,101696600,171344446,0
1773030867.0303857,20.225683181997738,76764040.19901316,3996,181975,4239,0,0,305248504,101696600,180951798,0
1773030868.0407727,21.236064979999355,75186279.23647372,3996,184466,3534,0,0,301125048,101696600,190447654,0
1773030869.0418859,22.2371823579997,73989517.74062052,3996,207348,4778,0,0,267895336,101696600,199706678,0
1773030870.0544167,23.24969949899969,64402504.767078,3996,255837,14641,0,0,217120832,101696600,207857758,0
1773030871.0600536,24.255355907997,76858695.78165905,3996,200393,10725,0,0,277193120,101696600,217519438,0
1773030872.0611093,25.255777017999208,84331527.15041552,3996,187948,2211,0,0,295547488,101696600,228065318,0
1773030873.062625,26.257949971997732,81611589.76968403,3996,192549,5277,0,0,288484944,101696600,238288934,0
1773030874.075681,27.270945308999217,84925926.95900427,3996,191398,10532,0,0,290219792,101696600,249042630,0
1773030875.0806737,28.275964487998863,74030985.23359244,3996,186359,2806,0,0,298066488,101696600,258342950,0
1773030876.0846415,29.279938986997877,80420719.92914164,3996,184746,8537,0,0,300669888,101696600,268435494,0
1773030877.087713,30.28285113899983,76323781.54677184,3996,182761,1288,0,0,303935720,101696600,278003750,0
1773030878.0972793,31.2925772210001,77885677.51385365,3996,182760,2278,0,0,303935928,101696600,287834150,0
1773030879.1079228,32.30321959899811,78852596.85811125,3996,187220,3489,0,0,296696712,101696600,297795622,0
1773030880.1165504,33.31149370200001,72797981.99861337,3996,183219,2036,0,0,303175128,101696600,306970662,0
1773030881.1268086,34.32209794699884,76780425.55628665,3996,187010,3576,0,0,297029888,101696600,316669990,0
1773030882.1351233,35.33040337499915,78374537.91826211,3996,213764,6455,0,0,259854016,101696600,326548174,0
1773030883.1483214,36.3420630369983,74243529.53994061,3996,234462,32736,0,0,236915008,101696600,335936822,0
1773030884.1506257,37.345825708998746,84622266.16847341,3996,206147,8019,0,0,269455912,101696600,346554406,0
1773030885.1526535,38.34794069599957,80471467.89147238,3996,187926,11738,0,0,295581104,101696600,356634614,0
1773030886.1653967,39.356465567998384,87163565.75894463,3996,194461,13007,0,0,285648664,101696600,367622942,0
1773030887.1759455,40.371234406997246,82254256.13418312,3996,192925,9385,0,0,287922896,101696600,378056574,0
