timestamp,elapsed,goodput_bps,snd_cwnd,rtt_us,rttvar_us,retrans,lost,pacing_rate_bps,delivery_rate_bps,bytes_acked,total_retrans
1773030556.9820752,22.131046034002793,79084215.7139852,1727,153895,4866,0,0,155993136,129558768,198443046,350
1773030557.989009,23.137917729000037,80189315.48197012,1747,151785,1684,0,0,159993520,129558768,208535590,350
1773030558.9990935,24.147687988002872,77245356.85674322,1758,230622,2164,0,0,105963496,129558768,218285598,350
1773030560.0049393,25.15390870200281,84271419.60029784,1765,139552,1984,0,0,175811176,129558768,228885054,350
1773030561.0104122,26.15909818900036,84876462.70041804,1768,142389,3038,0,0,172601456,129558768,239549670,350
1773030562.017757,27.16574172500259,82768587.90639019,1768,138876,2661,0,0,176967408,129558768,249964478,350
1773030563.0178375,28.16676115300288,80866426.5005419,1770,138118,1111,0,0,178139576,129558768,260083086,350
1773030564.0306473,29.179549238000618,85646947.55487156,1777,140531,219,0,0,175773864,129558768,270925862,350
1773030565.0373101,30.18617654300033,73538493.97123325,1791,214894,2034,0,0,115854008,129558768,280179094,350
1773030566.0379212,31.18683556900214,80963666.83835141,1816,217757,188,0,0,115926576,129558768,290306222,350
1773030567.0474768,32.196431306001614,91513730.31208462,1854,153814,1961,0,0,167553280,94947520,301855206,350
1773030568.0566604,33.20559744700222,78175908.59893174,1854,181253,19088,0,0,142188248,122173784,311716766,350
1773030569.0583372,34.207248253002035,65731681.74539671,1854,153125,229,0,0,168307064,122173784,319946790,350
1773030570.0584736,35.20739299300112,85970788.58813828,1854,147037,3554,0,0,175276176,122173784,330694694,350
1773030571.066768,36.215720227999554,89432807.99128684,2087,151993,7839,0,0,190869328,122173784,341966886,350
1773030572.0762663,37.225096549002046,71249065.88711473,2087,181489,14825,0,0,159849624,122173784,350956526,350
1773030573.0780423,38.227008327001386,87299534.67026483,2087,140689,640,0,0,206205280,122173784,361889830,350
1773030574.088902,39.237885731999995,80553166.58315456,2087,140123,803,0,0,207038016,122173784,372068502,350
1773030575.0975142,40.24641298000279,85612742.9090155,2087,139528,2328,0,0,207921832,122173784,382861350,350
1773030576.1079829,41.256905366000865,82126394.17172007,2087,137345,1787,0,0,211226400,122173784,393234862,350
1773030577.113962,42.26292103200103,78322629.22234349,2087,139019,3254,0,0,208682360,122173784,403084086,350
1773030578.1269298,43.2756695930002,77756176.6390547,2087,152659,6340,0,0,190036944,122173784,412927518,350
1773030579.131562,44.28052860600292,88294495.89637136,3178,140801,2487,0,0,313751928,122173784,424017958,350
1773030580.132052,45.28095977400153,78070658.43045413,3178,172357,1809,0,0,256308784,122173784,433780998,350
1773030581.1349492,46.2838845030019,75138703.65437189,3178,201628,22224,0,0,219100232,122173784,443200806,350
1773030582.139643,47.2885687420021,81038635.66230774,3178,176495,2125,0,0,250299360,122173784,453378086,350
1773030583.149088,48.29805314800251,73663140.86477305,1032,144370,3013,2,2,208136824,122173784,462673310,352
1773030584.1643145,49.31309631300246,98149820.0620904,2245,160969,12483,0,0,193870856,126703432,475126598,352
1773030585.1680262,50.316950354001165,82334838.158117,2245,138993,2096,0,0,224524024,126703432,485458118,352
1773030586.1795683,51.327947837002284,85577835.21198359,1752,140345,2459,0,0,173530640,126703432,496272990,356
1773030587.1796014,52.328527581001254,90921688.696602,1840,143854,3114,0,0,177801288,96745624,507644790,356
1773030588.1828303,53.33174121900083,86787655.89113386,1910,143442,2416,0,0,185095104,99934880,518528110,356
1773030589.1855617,54.334465386000375,81225703.6186874,1970,142523,3789,0,0,192141448,99934880,528708982,356
1773030590.3166826,55.46560978400157,66149163.74268319,2025,386359,481,0,0,72857296,99934880,538062014,356
1773030591.34138,56.49036187100137,59309502.04545623,1471,204237,16547,0,0,100118984,61578576,545659206,621
1773030592.34998,57.49890082500133,75908556.32930076,1554,139812,591,0,0,154505528,122976312,555228798,621
1773030593.3570948,58.50599913200131,86044779.73767646,1613,142405,3351,0,0,157452128,122976312,566060742,621
1773030594.3627079,59.51156520800214,88504242.65896411,1657,154176,7993,0,0,149398008,122976312,577185350,621
