timestamp,elapsed,goodput_bps,snd_cwnd,rtt_us,rttvar_us,retrans,lost,pacing_rate_bps,delivery_rate_bps,bytes_acked,total_retrans
1773192367.8736913,1.0347553709871136,3616251.826197673,333,144112,8594,0,0,53534080,13562280,467742,0
1773192368.875758,2.0360089520108886,62425744.271586105,4211,295443,1939,0,0,330217216,118870760,8280742,0
1773192369.8805544,3.041756921011256,73499129.28332545,4400,267891,5591,0,0,380523848,118870760,17520942,0
1773192370.887234,4.048200825985987,77990047.54464756,4400,212929,20032,0,0,478746248,118870760,27332518,0
1773192371.8901436,5.051203139999416,76807990.29439582,4400,198308,6899,0,0,514043520,118870760,36962342,0
1773192372.896875,6.058082189003471,79181832.29540898,4400,177152,16002,0,0,575432712,118870760,46928158,0
1773192373.8984296,7.059641983010806,63828824.182544835,4400,167273,768,0,0,609416312,118870760,54919206,0
1773192374.9113545,8.072510961006628,70797516.320315,3080,147409,2218,0,0,290445504,72381464,63882782,37
1773192375.929783,9.090930261998437,59785701.1750504,2130,171053,907,99,99,173096536,81994536,71493646,149
