timestamp,elapsed,goodput_bps,snd_cwnd,rtt_us,rttvar_us,retrans,lost,pacing_rate_bps,delivery_rate_bps,bytes_acked,total_retrans
1773192421.4423904,1.0030988540092949,3580249.330009425,320,144707,4222,0,0,51232680,11153272,448918,0
1773192422.4442596,2.004974643990863,53198706.399503425,1768,261446,10703,28,28,95544352,85232624,7111230,28
1773192423.4478314,3.00856201100396,81109669.84595147,2466,150112,5677,0,0,228357688,95339288,17286310,273
1773192424.452722,4.013446714991005,82094544.45140357,2466,163054,4757,0,0,210232928,96764296,27598254,273
1773192425.4617794,5.022420528985094,78988959.76746023,2466,179949,4003,0,0,190494800,96764296,37560478,273
1773192426.4714463,6.0321073590021115,78973112.8796204,2466,222115,3175,0,0,154331120,96764296,47527742,273
1773192427.4761038,7.036814871011302,78684248.95311907,2466,183281,3434,0,0,187031656,96764296,57409574,273
1773192428.4853745,8.045991944003617,79322927.7025099,2467,191721,6217,0,0,178870136,96764296,67415934,273
1773192429.4916515,9.051641041005496,73402685.1116062,2467,143013,686,0,0,239791088,96764296,76643102,273
